isbn10,NYT
385504225,1
312364121,1
042523567X,1
785129510,1
393061027,1
078514272X,1
1401216676,1
785131590,1
61733636,1
031264065X,1
345522397,1
446569895,1
446561932,1
1421533057,1
1421531720,1
1421527669,1
316080845,1
1427817693,1
446567337,1
044640120X,1
515147990,1
61583227,1
316044407,1
014311638X,1
160529442X,1
802473156,1
761148574,1
1401927181,1
61767581,1
375842209,1
142414123,1
1416983090,1
1416983082,1
1401225721,1
1607061813,1
930289234,1
030740577X,1
1582406723,1
039333838X,1
1400078458,1
143038257,1
1416596364,1
446698857,1
316013560,1
039925238X,1
803730586,1
61544582,1
1416985808,1
1423119509,1
316027650,1
810993139,1
545060478,1
525422439,1
446547557,1
1565129776,1
446567329,1
307454541,1
316168815,1
61968552,1
1423121716,1
439023483,1
439023491,1
385738935,1
385528752,1
1605296449,1
61583251,1
1414334729,1
375413405,1
399155341,1
316036226,1
385504225,1
312567456,1
312364121,1
393061027,1
785129510,1
785131590,1
078514272X,1
1401216676,1
61733636,1
031264065X,1
1400052173,1
446569895,1
1416547908,1
1421533057,1
1421531720,1
316080845,1
1421527669,1
1427817693,1
446567337,1
446539740,1
61703257,1
1416580956,1
044640120X,1
014311638X,1
761148574,1
160529442X,1
1401927181,1
802473156,1
61767581,1
375842209,1
142414123,1
1416983090,1
142414727,1
1607061813,1
1401225721,1
1401218601,1
030740577X,1
1582406723,1
039333838X,1
143038257,1
1400078458,1
1416596364,1
1582346186,1
316013560,1
039925238X,1
61728403,1
1416985808,1
761151125,1
1423119509,1
810993139,1
316027650,1
545060478,1
312567480,1
446547557,1
1565129776,1
1416589643,1
446567329,1
307454541,1
439023483,1
1423121716,1
439023491,1
61968552,1
385738935,1
385528752,1
1605296449,1
61583251,1
1414334729,1
61728977,1
399156240,1
399155341,1
61138037,1
399156232,1
385343183,1
393061027,1
785140239,1
1401225969,1
785129510,1
785131590,1
61733636,1
1400052173,1
446569895,1
031264065X,1
786868724,1
345518829,1
1421533057,1
759530483,1
1421531720,1
316080845,1
446570966,1
446567337,1
446539740,1
61703257,1
077832799X,1
014311638X,1
802473156,1
1401927181,1
761148574,1
160529442X,1
61767581,1
375842209,1
1416983090,1
1416983082,1
076364773X,1
1401225721,1
1607061813,1
030740577X,1
930289234,1
1607061597,1
1400078458,1
039333838X,1
143038257,1
446698857,1
1416596364,1
039925238X,1
316013560,1
756659825,1
803730586,1
61728403,1
142313494X,1
810993139,1
316027650,1
545060478,1
312567480,1
1416589643,1
446547557,1
1565129776,1
446561339,1
307454541,1
439023483,1
1423121716,1
439023491,1
61886572,1
61968552,1
307461866,1
385528752,1
61583251,1
1591843219,1
307465357,1
743296435,1
399155341,1
399156240,1
446563080,1
316036226,1
785134352,1
785129510,1
393061027,1
1401216676,1
785131590,1
312609809,1
1401341241,1
61733636,1
61993999,1
1400052173,1
1421523884,1
1421533057,1
345518829,1
1421531720,1
312554001,1
446570966,1
446567337,1
446539740,1
61703257,1
451229320,1
345520904,1
014311638X,1
761148574,1
802473156,1
1439190275,1
375842209,1
61767581,1
142414123,1
1416989560,1
1416983090,1
1595824154,1
1401225721,1
1607061813,1
930289234,1
030740577X,1
1595230327,1
1400078458,1
039333838X,1
143038257,1
446698857,1
039925238X,1
61896438,1
756659825,1
316013560,1
803730586,1
1423119509,1
810993139,1
316027650,1
545060478,1
375856501,1
1416589643,1
1565129776,1
446547557,1
307454541,1
446561339,1
439023483,1
1423121716,1
439023491,1
61886572,1
61968552,1
307461866,1
1605296449,1
385528752,1
61583251,1
307463745,1
743296435,1
399155341,1
399156259,1
345509080,1
446563080,1
785134352,1
393061027,1
785142959,1
785129510,1
785131590,1
446552445,1
1439191050,1
307463575,1
312609809,1
045123023X,1
1421533057,1
1421523884,1
316080845,1
759530483,1
345518829,1
446570966,1
446567337,1
446539740,1
61703257,1
61667862,1
014311638X,1
345520904,1
761148574,1
1401927181,1
160529442X,1
61703796,1
142414123,1
375842209,1
61767581,1
1416989560,1
1595824154,1
1607061813,1
188896314X,1
1401225721,1
930289234,1
1595230327,1
1416596364,1
1582346186,1
039333838X,1
143038257,1
039925238X,1
756659825,1
316013560,1
761151125,1
803730586,1
1423119509,1
810993139,1
316027650,1
61284416,1
316006831,1
1416589643,1
446547557,1
1565129776,1
307454541,1
446561339,1
439023483,1
439023491,1
1423121716,1
61886572,1
385738935,1
1605296449,1
385528752,1
1416543074,1
307463745,1
446547476,1
399155341,1
743296435,1
399156259,1
312380755,1
446563080,1
759529434,1
785134352,1
393061027,1
785129510,1
1401226361,1
393072231,1
446552445,1
1439191050,1
045123023X,1
307463575,1
1421533057,1
1421523884,1
316080845,1
1421531720,1
759530483,1
446570966,1
446567337,1
446539740,1
61703257,1
451229320,1
014311638X,1
345520904,1
761148574,1
1401927181,1
160529442X,1
61703796,1
375842209,1
61767581,1
1416989560,1
316013692,1
1595824154,1
1595824316,1
1607061813,1
1401225721,1
1582406723,1
039333838X,1
1595230327,1
1416596364,1
143038419,1
1582346186,1
039925238X,1
756659825,1
316013560,1
61896438,1
61715174,1
810996162,1
1423119509,1
316036196,1
006172081X,1
316027650,1
446547557,1
1416589643,1
307454541,1
1565129776,1
446561339,1
439023483,1
439023491,1
1423121716,1
385738935,1
61968552,1
1416543074,1
1605296449,1
385528752,1
1401323596,1
307463745,1
052595158X,1
399155341,1
743296435,1
399156259,1
61779725,1
759529434,1
785134352,1
785129510,1
785142959,1
393061027,1
393072231,1
446552445,1
045123023X,1
307463575,1
1439191050,1
61688665,1
345521129,1
1421533057,1
1421523884,1
1421531720,1
446570966,1
440243688,1
141657087X,1
446567337,1
446539740,1
345520904,1
014311638X,1
1593155662,1
761148574,1
1401927181,1
61703796,1
375842209,1
142414336,1
142414123,1
61767581,1
1595824154,1
1607061813,1
930289234,1
1401225721,1
1582406723,1
039333838X,1
1416596364,1
143038419,1
1582346186,1
1595230327,1
039925238X,1
756655293,1
756659825,1
316013560,1
61896438,1
810996162,1
1423103343,1
316027650,1
1606412388,1
316036196,1
030745455X,1
307454541,1
446547557,1
1416589643,1
1565129776,1
439023483,1
439023491,1
1423121716,1
385738935,1
61944343,1
307451011,1
1416543074,1
1602860971,1
1401323596,1
1605296449,1
044101819X,1
399155341,1
052595158X,1
345505670,1
743296435,1
759529434,1
785134352,1
785129510,1
393061027,1
785142959,1
393072231,1
446552445,1
045123023X,1
1439191050,1
1591843456,1
1421533057,1
1421523884,1
345521129,1
316080845,1
759530483,1
446570966,1
141657087X,1
61985945,1
440243688,1
446567337,1
312556187,1
345520904,1
014311638X,1
761148574,1
1401927181,1
61703796,1
61767581,1
375842209,1
316013692,1
142414336,1
1595824154,1
1932664084,1
1582406723,1
1932664122,1
1607061813,1
62003054,1
1416596364,1
039333838X,1
143038419,1
1582346186,1
039925238X,1
756655293,1
316013560,1
756659825,1
61896438,1
810996162,1
1423101472,1
316027650,1
1606412388,1
316036196,1
446547557,1
307454541,1
030745455X,1
1416589643,1
1565129776,1
439023483,1
439023491,1
525421580,1
385738935,1
61944343,1
1416543074,1
307465233,1
345516222,1
307451011,1
1401323596,1
045146317X,1
399155341,1
052595158X,1
1439187312,1
61246263,1
759529434,1
785134352,1
785139982,1
785129510,1
393061027,1
393072231,1
446552445,1
1400043603,1
307461181,1
045123023X,1
1421531364,1
1421530090,1
1421533057,1
1421531631,1
1421534568,1
446570966,1
441018513,1
425233804,1
141657087X,1
61985945,1
312556187,1
345520904,1
014311638X,1
761148574,1
802473156,1
375842209,1
316035807,1
61767581,1
014241543X,1
316013692,1
1932664084,1
1595824154,1
930289234,1
1607061813,1
1932664122,1
62003054,1
1416596364,1
143038257,1
143038419,1
1582346186,1
756655293,1
316013560,1
61896438,1
039925238X,1
61715174,1
810996162,1
1423101472,1
316027650,1
545060486,1
61662836,1
307454541,1
030745455X,1
446547557,1
1416589643,1
1565129776,1
439023483,1
439023491,1
802720854,1
61944343,1
525421580,1
1416543074,1
307465233,1
345516222,1
307451011,1
1414301278,1
1439172269,1
399155341,1
045146317X,1
052595158X,1
1400065747,1
759529434,1
785134352,1
1401225667,1
785139982,1
785129510,1
307394867,1
393072231,1
446552445,1
61988448,1
307461181,1
1421531364,1
1421533057,1
1421531631,1
1421530090,1
1421527812,1
446570966,1
441018513,1
141657087X,1
307473473,1
307476154,1
312556187,1
345520904,1
014311638X,1
802473156,1
761148574,1
375842209,1
014241543X,1
316035807,1
61767581,1
142414123,1
1932664084,1
1401227333,1
1607061813,1
1932664491,1
1582406723,1
62003054,1
1416596364,1
143038257,1
143038419,1
1582346186,1
756655293,1
61896438,1
316013560,1
61715174,1
547215673,1
1423101480,1
810993139,1
316027650,1
545060486,1
316085278,1
307454541,1
030745455X,1
446547557,1
1416589643,1
316068055,1
439023483,1
439023491,1
802720854,1
1595141715,1
61944343,1
1416543074,1
1401323863,1
307465233,1
1414301278,1
345516222,1
446564087,1
399155341,1
375424504,1
61160881,1
399156445,1
785134352,1
759529434,1
1401225667,1
785139982,1
785129510,1
393072231,1
307394867,1
446552445,1
307461181,1
307379051,1
1421531364,1
031607327X,1
1421533057,1
316073393,1
316080845,1
307473473,1
446570966,1
307476154,1
141657087X,1
441018513,1
014311638X,1
345520904,1
761148574,1
802473156,1
1401927181,1
375842209,1
014241543X,1
316035807,1
61767581,1
310327652,1
1401227333,1
1932664084,1
930289234,1
1582406723,1
1607061813,1
62003054,1
805092250,1
1416596364,1
143038419,1
1582346186,1
756655293,1
61896438,1
316013560,1
031604265X,1
803730586,1
810993139,1
1423103343,1
316027650,1
545060486,1
006156737X,1
307454541,1
030745455X,1
1416589643,1
446547557,1
316068055,1
61728918,1
439023483,1
439023491,1
802720854,1
61944343,1
1416543074,1
307718220,1
044654860X,1
1414334729,1
1414301278,1
316036277,1
451229851,1
399155341,1
446564087,1
778327809,1
785134352,1
759529434,1
1770460071,1
1401225780,1
1401225667,1
393072231,1
307461181,1
446552445,1
307394867,1
385528191,1
034552070X,1
1421533057,1
031607327X,1
1421531364,1
316080845,1
515147907,1
778328457,1
307473473,1
778327671,1
446570966,1
761148574,1
802473156,1
1401927181,1
014311638X,1
160529442X,1
375842209,1
61767581,1
014241543X,1
375834877,1
142414123,1
1401227333,1
1932664122,1
930289234,1
1932664084,1
1401223176,1
805092250,1
1416596364,1
143038419,1
1582346186,1
62003054,1
1423124847,1
547215673,1
316013560,1
61960306,1
61896438,1
312606168,1
1423101472,1
810993139,1
316027650,1
451229738,1
425233685,1
307454541,1
030745455X,1
1416589643,1
316068055,1
1423113381,1
61728918,1
439023483,1
61668060,1
439023491,1
1416543074,1
044654860X,1
1414301278,1
345520645,1
1401323863,1
441018645,1
316036277,1
446562424,1
399155341,1
446564087,1
759529434,1
785134352,1
1401225683,1
345517989,1
1770460071,1
1439155208,1
393072231,1
307461181,1
446552445,1
1594202613,1
1421527677,1
1421529300,1
1421531607,1
1421534606,1
031607327X,1
446556998,1
307473473,1
778327671,1
425234606,1
446570966,1
761148574,1
802473156,1
307592294,1
054724181X,1
1439160295,1
375842209,1
61767581,1
014241543X,1
142414123,1
316013692,1
345520688,1
345521005,1
930289234,1
1582406723,1
1401227333,1
805092250,1
143038419,1
143038257,1
1416596364,1
62003054,1
1423124847,1
547215673,1
316013560,1
761151125,1
61960306,1
1423103343,1
810993139,1
312606168,1
316027650,1
545060486,1
425233685,1
307454541,1
030745455X,1
1416589643,1
385344074,1
1423113381,1
61728918,1
439023483,1
439023491,1
61944343,1
1416543074,1
61905283,1
451230167,1
385528752,1
61962651,1
441018645,1
312554168,1
446554960,1
446562424,1
316036277,1
785134352,1
759529434,1
1607061716,1
1600105831,1
1595823697,1
1439155208,1
393072231,1
446556246,1
446552445,1
670021725,1
1421527677,1
1421533057,1
1421531607,1
142152998X,1
316080845,1
307473473,1
446556998,1
425234606,1
307476154,1
446570966,1
761148574,1
802473156,1
1401927181,1
054724181X,1
307592294,1
375842209,1
142414123,1
61767581,1
014241543X,1
006170377X,1
345520688,1
1582406723,1
930289234,1
140120841X,1
1607061813,1
143038419,1
805092250,1
1416596364,1
1582346186,1
143038257,1
761158464,1
756655293,1
316013560,1
1423124847,1
61714860,1
1423101472,1
810993139,1
312606168,1
316027650,1
545060486,1
307454541,1
425233685,1
030745455X,1
1416589643,1
743294300,1
1423113381,1
61728918,1
439023483,1
439023491,1
61944343,1
1416543074,1
1439127662,1
385528752,1
61905283,1
1401323251,1
385340583,1
399156496,1
441018645,1
399155341,1
446562424,1
759529434,1
785134352,1
1607061716,1
1600105831,1
1770460071,1
1439155208,1
446556246,1
393072231,1
1439101191,1
1596985968,1
316084255,1
1421527677,1
316076082,1
1421533057,1
316080845,1
307473473,1
307476154,1
446556998,1
425234606,1
446570966,1
761148574,1
802473156,1
1401927181,1
307592294,1
1401310354,1
375842209,1
316013692,1
014241543X,1
006170377X,1
142414123,1
1401226949,1
1932664084,1
140120841X,1
345520688,1
930289234,1
891419063,1
143038419,1
553593315,1
805092250,1
1416596364,1
756655293,1
803734166,1
316013560,1
761158464,1
316040509,1
1595142509,1
1423101472,1
810993139,1
031608736X,1
312606168,1
307454541,1
030745455X,1
425233685,1
1416589643,1
743294300,1
525423842,1
1423113381,1
312599072,1
439023483,1
439023491,1
1416543074,1
385528752,1
1401323251,1
1582701709,1
470597267,1
030726999X,1
441018645,1
385340583,1
399155341,1
399156496,1
759529434,1
785142959,1
785134352,1
1401225683,1
1401225667,1
1439155208,1
1596985968,1
393072231,1
61992704,1
446556246,1
345521110,1
316084255,1
1421527677,1
1421533057,1
316076082,1
307473473,1
373774419,1
312605382,1
515148040,1
307476154,1
761148574,1
802473156,1
014311638X,1
805448853,1
1401927181,1
375842209,1
61927325,1
316013692,1
006170377X,1
014241543X,1
1582406723,1
930289234,1
345520688,1
1932664491,1
1401227171,1
143038419,1
891419063,1
805092250,1
1416596364,1
1582346186,1
756655293,1
803734166,1
761158464,1
316013560,1
316040509,1
1423101472,1
810993139,1
385735316,1
031608736X,1
1595142509,1
307454541,1
030745455X,1
1416589643,1
743294300,1
425233685,1
1423113381,1
525423842,1
439023483,1
312599072,1
439023491,1
1416543074,1
1401323251,1
385528752,1
307464717,1
61728977,1
030726999X,1
425234339,1
399156437,1
399155341,1
441018645,1
759529434,1
785134352,1
1401227473,1
1401225683,1
1770460071,1
61992704,1
446556246,1
1439155208,1
393072231,1
446552445,1
1421534746,1
1421535696,1
1421528096,1
345521110,1
316084255,1
307473473,1
515148040,1
307476154,1
373774419,1
778327981,1
761148574,1
802473156,1
1401927181,1
014311638X,1
160529442X,1
375842209,1
142414123,1
61927325,1
316013692,1
014241543X,1
1932664084,1
1932664122,1
193266422X,1
160706166X,1
930289234,1
143038419,1
143038257,1
1582346186,1
1416596364,1
891419063,1
756655293,1
316013560,1
761158464,1
803734166,1
316040509,1
031612558X,1
142314189X,1
810993139,1
312606168,1
1595142509,1
307454541,1
030745455X,1
1416589643,1
743294300,1
425233685,1
1423113381,1
525423842,1
439023483,1
1416980083,1
439023491,1
446563048,1
1416543074,1
1401323251,1
470599324,1
385528752,1
030726999X,1
044658083X,1
345504968,1
399155341,1
399156437,1
759529434,1
785134352,1
1770460071,1
1932563415,1
1401225683,1
61992704,1
61718947,1
1439155208,1
393072231,1
446556246,1
1421534746,1
1421535696,1
1421528096,1
1595824987,1
316084255,1
307473473,1
307476154,1
515148040,1
044653983X,1
006123141X,1
1401927181,1
802473156,1
761148574,1
805448853,1
054724181X,1
375842209,1
142414123,1
1416989404,1
61914614,1
316013692,1
1932664084,1
1595824812,1
1932664122,1
193266422X,1
140122282X,1
143038419,1
143038257,1
1416596364,1
1582346186,1
074324754X,1
761158464,1
1423103009,1
1423119916,1
803734166,1
756655293,1
031612558X,1
1423101472,1
810993139,1
61566179,1
312606168,1
307454541,1
030745455X,1
1416589643,1
743294300,1
385344074,1
1423113381,1
525423842,1
439023483,1
1416980083,1
439023491,1
446563048,1
1416543074,1
61905283,1
1401323251,1
385528752,1
1439184305,1
030726999X,1
044658083X,1
345504968,1
399156534,1
759529434,1
1401225675,1
1401226981,1
785134352,1
1401227473,1
61992704,1
61718947,1
393072231,1
670021725,1
1439155208,1
1421534746,1
1421535696,1
759530017,1
1421528096,1
1595824987,1
307473473,1
307476154,1
515148040,1
044653983X,1
425235092,1
1401927181,1
761148574,1
802473156,1
1592405525,1
805448853,1
375842209,1
142414123,1
1416989404,1
61914614,1
545123275,1
1932664084,1
1932664491,1
1932664122,1
193266422X,1
140122282X,1
143038419,1
143038257,1
1416596364,1
1582346186,1
316010669,1
761158464,1
803734166,1
756655293,1
1423103009,1
316040509,1
031612558X,1
1423101472,1
810993139,1
006088732X,1
545060397,1
307454541,1
030745455X,1
1416589643,1
446561363,1
743294300,1
1423113381,1
525423842,1
439023483,1
439023491,1
1416980083,1
1416543074,1
446563048,1
1401323251,1
385528752,1
1439148279,1
312383304,1
030726999X,1
1439184305,1
385343167,1
044658083X,1
759529434,1
785134352,1
1401226981,1
1401225667,1
1401225675,1
61992704,1
61718947,1
393072231,1
446552445,1
1439155208,1
1421534746,1
1421535696,1
759530017,1
1421528096,1
345519922,1
307473473,1
307476154,1
312383290,1
515148040,1
553591908,1
761148574,1
802473156,1
1401927181,1
805448853,1
762424931,1
375842209,1
1416989404,1
61914614,1
316013692,1
61927325,1
1932664084,1
1932664122,1
1932664491,1
1934964107,1
193266422X,1
143038419,1
143038257,1
1416596364,1
1582346186,1
074324754X,1
61915254,1
761158464,1
803734166,1
1423103009,1
316040509,1
031612558X,1
1423101472,1
006088732X,1
810993139,1
312590970,1
307454541,1
030745455X,1
1416589643,1
446561363,1
310266270,1
1423113381,1
525423842,1
439023491,1
439023483,1
1416980083,1
1416543074,1
446563048,1
1401323251,1
385528752,1
1582701709,1
316096156,1
312383304,1
030726999X,1
1439184305,1
399155341,1
759529434,1
1401227821,1
140122766X,1
785134352,1
1401223370,1
61992704,1
61718947,1
393072231,1
446552445,1
1439155208,1
1421534746,1
345518551,1
1421535696,1
759530017,1
316084255,1
307473473,1
037377446X,1
312605390,1
307476154,1
312383290,1
316087378,1
761148574,1
802473156,1
1401927181,1
805448853,1
439023483,1
375842209,1
142414123,1
61914614,1
61927325,1
1932664084,1
1401227120,1
1932664122,1
193266422X,1
140122282X,1
143038419,1
143038257,1
1582346186,1
1416596364,1
767931564,1
756655293,1
761158464,1
803734166,1
61915254,1
316040509,1
031612558X,1
1423101472,1
006088732X,1
810996162,1
312590970,1
307454541,1
030745455X,1
1416589643,1
307474712,1
446561363,1
1423113381,1
439023491,1
525423842,1
1416980083,1
439023483,1
1416543074,1
446563048,1
1401323251,1
1582701709,1
61718254,1
399156577,1
030726999X,1
316096156,1
312383304,1
399155341,1
759529434,1
1401226922,1
1401227821,1
785134352,1
1401223370,1
61992704,1
61718947,1
1414339437,1
1439180911,1
393072231,1
1421535653,1
1421534746,1
1421534703,1
345518551,1
1421535696,1
307473473,1
307476154,1
037377446X,1
515148121,1
446618322,1
316087378,1
761148574,1
802473156,1
805448853,1
762424931,1
439023483,1
61914614,1
375842209,1
316013692,1
61927325,1
1932664084,1
1932664122,1
193266422X,1
140122282X,1
1932664491,1
143038419,1
143038257,1
1582346186,1
1416596364,1
074324754X,1
316040509,1
756655293,1
61915254,1
761158464,1
803734166,1
031612558X,1
1423101472,1
006088732X,1
810996162,1
312590970,1
307454541,1
030745455X,1
1416589643,1
1439149038,1
446561363,1
545123283,1
1423113381,1
439023491,1
1416980083,1
525423842,1
1416543074,1
446563048,1
1401323251,1
1582701709,1
307465357,1
030726999X,1
743294270,1
399156577,1
399155341,1
316096156,1
1401226930,1
1401227864,1
1401227880,1
759529434,1
785134352,1
1439197512,1
61992704,1
61718947,1
393072231,1
446556246,1
1421534746,1
1421535653,1
1421535696,1
316084255,1
1421536293,1
307473473,1
307476154,1
446561959,1
446618322,1
553584022,1
761148574,1
316087378,1
802473156,1
1401927181,1
762424931,1
439023483,1
61914614,1
375842209,1
61767581,1
316013692,1
1932664122,1
1932664084,1
193266422X,1
1401225764,1
140122282X,1
143038419,1
143038257,1
1416596364,1
1582346186,1
074324754X,1
756655293,1
761158464,1
61915254,1
803734166,1
316040509,1
031612558X,1
1423101472,1
006088732X,1
810996162,1
312590970,1
307454541,1
030745455X,1
1416589643,1
1439149038,1
307474712,1
545123283,1
1423113381,1
439023491,1
439023483,1
525423842,1
1416543074,1
446563048,1
1401323251,1
1582701709,1
307465357,1
399156585,1
030726999X,1
399155341,1
743294270,1
316096156,1
159582488X,1
1401227848,1
1401227856,1
1401226930,1
1401227864,1
61992704,1
1439197512,1
393072231,1
