isbn10,NYT
307408841,1
1416571760,1
316056863,1
031269945X,1
307408841,1
031269945X,1
1400064163,1
307353486,1
61988340,1
1421537745,1
62008366,1
1934876550,1
1421536919,1
1421539632,1
446571415,1
553573403,1
312383312,1
373776004,1
1416563113,1
761148574,1
802473156,1
781407257,1
1434768511,1
006158326X,1
159514188X,1
375842209,1
316186465,1
014241722X,1
1442435704,1
316017930,1
1594484805,1
143120271,1
61251321,1
316346624,1
1607063921,1
1401231659,1
1932664084,1
345512286,1
1595826106,1
849946158,1
1451650612,1
1400052181,1
316017930,1
074324754X,1
756682576,1
1596434023,1
61781231,1
756655293,1
1423143434,1
439023521,1
62081012,1
059035342X,1
1442411902,1
810993139,1
425232204,1
316098329,1
1565125606,1
375714367,1
307474712,1
316101877,1
1423140567,1
545175321,1
1594744769,1
525425578,1
553801473,1
425232204,1
553573403,1
316036218,1
553579908,1
1451629184,1
849946158,1
1400064163,1
307408841,1
1400052181,1
553801473,1
1440697663,1
031612723X,1
1451617747,1
553897845,1
None,1
849946158,1
307887952,1
1400064163,1
316175862,1
553905651,1
1440697663,1
031612723X,1
None,1
1451617747,1
None,1
None,1
307887952,1
316175862,1
679603751,1
1617750255,1
1451648650,1
030746363X,1
307887960,1
006204964X,1
805091203,1
160286134X,1
1591844002,1
982769601,1
230110266,1
553801473,1
316036218,1
1451617720,1
345527682,1
031265121X,1
345521013,1
1401230954,1
1770460489,1
1401231810,1
078515289X,1
1451629184,1
1400064163,1
307408841,1
316056863,1
1451642040,1
307408841,1
031269945X,1
1400064163,1
307353486,1
61988340,1
1421537745,1
1421536919,1
1421534983,1
1421539632,1
1421539381,1
553573403,1
446571415,1
515149357,1
553579908,1
1416563113,1
802473156,1
761148574,1
781407257,1
1434768511,1
006158326X,1
375842209,1
159514188X,1
316186465,1
014241722X,1
312602383,1
316017930,1
1594484805,1
143120271,1
61251321,1
316346624,1
1607063921,1
1932664084,1
1582406723,1
62079077,1
1932664122,1
849946158,1
1400052181,1
316017930,1
074324754X,1
1451650612,1
525422285,1
756682576,1
61781231,1
811879542,1
60776390,1
439023521,1
439064872,1
62081012,1
545259088,1
1442411902,1
425232204,1
316098329,1
1565125606,1
307474712,1
375714367,1
316101877,1
1423140567,1
545175321,1
1594744769,1
525425578,1
425232204,1
553801473,1
62072188,1
440245117,1
553573403,1
1451629184,1
849946158,1
1400064163,1
307408841,1
1400052181,1
1440697663,1
None,1
553801473,1
031612723X,1
None,1
None,1
849946158,1
1400064163,1
307408841,1
316056863,1
1440697663,1
None,1
031612723X,1
759525773,1
None,1
None,1
None,1
679603751,1
307887952,1
316175862,1
1617750255,1
1451648650,1
307887960,1
030746363X,1
316133787,1
805091203,1
1591844002,1
307465357,1
159555078X,1
1449401090,1
553801473,1
62072188,1
385340303,1
399157433,1
316036218,1
1600108865,1
1401230814,1
1401229921,1
785151281,1
1401231810,1
1451629184,1
1400064163,1
307408841,1
316056863,1
1416571760,1
307408841,1
031269945X,1
1400064163,1
61988340,1
805091203,1
316084301,1
1935429574,1
1421534983,1
1421537745,1
1421539381,1
440245117,1
553573403,1
446571415,1
553579908,1
515149357,1
802473156,1
761148574,1
1434768511,1
781407257,1
006158326X,1
375842209,1
159514188X,1
014241722X,1
142415561,1
312602383,1
316017930,1
1594484805,1
316346624,1
143120271,1
60731338,1
1401229530,1
61977527,1
1607063921,1
1401231551,1
1932664084,1
849946158,1
1400052181,1
316017930,1
074324754X,1
1451650612,1
525422285,1
756682576,1
60776390,1
811879542,1
61781231,1
439023521,1
059035342X,1
62081012,1
786838655,1
545259088,1
425232204,1
1565125606,1
316098329,1
312370849,1
307474712,1
316101877,1
1423140567,1
1594744769,1
545175321,1
399254838,1
425232204,1
045146379X,1
440245117,1
553801473,1
553573403,1
1451629184,1
849946158,1
1400064163,1
307408841,1
1400052181,1
1440697663,1
045146379X,1
1416586768,1
759525773,1
031612723X,1
1451629184,1
849946158,1
1400064163,1
307408841,1
316175862,1
1440697663,1
759525773,1
031612723X,1
1416586768,1
None,1
None,1
None,1
679603751,1
307887952,1
316175862,1
1617750255,1
1451648650,1
307887960,1
030746363X,1
983337195,1
805091203,1
1591844002,1
307465357,1
159555078X,1
1449401090,1
045146379X,1
553801473,1
141658661X,1
62072188,1
385340303,1
1401231810,1
1401229891,1
785151281,1
1582406197,1
078515602X,1
1451629184,1
1400064163,1
307408841,1
316056863,1
1416571760,1
307408841,1
031269945X,1
1400064163,1
61988340,1
805091203,1
316084301,1
1421534983,1
1935429574,1
1421537745,1
1421539381,1
440245117,1
553573403,1
553579908,1
778329887,1
446571415,1
802473156,1
761148574,1
1434768511,1
006158326X,1
1601422210,1
375842209,1
159514188X,1
014241722X,1
61927317,1
142415561,1
316017930,1
1594484805,1
316346624,1
143120271,1
60731338,1
1607063921,1
1401229530,1
1932664084,1
61977527,1
1401228046,1
849946158,1
1400052181,1
761159134,1
316017930,1
1451650612,1
525422285,1
61910244,1
756682576,1
811879542,1
1596434023,1
439023521,1
059035342X,1
62081012,1
810984911,1
786838655,1
425232204,1
1565125606,1
312370849,1
316098329,1
307474712,1
1423140567,1
61869724,1
316101877,1
1594744769,1
545175321,1
425232204,1
440245117,1
446547603,1
553573403,1
446554987,1
1451629184,1
849946158,1
1400064163,1
1400052181,1
307408841,1
1440697663,1
044657600X,1
031612723X,1
1416586768,1
61758221,1
1451629184,1
849946158,1
679603751,1
307887952,1
1400052181,1
1440697663,1
61758221,1
031612723X,1
044657600X,1
759525773,1
None,1
None,1
679603751,1
307887952,1
316175862,1
1451648650,1
1617750255,1
1591844037,1
307887960,1
030746363X,1
805091203,1
1591844002,1
307465357,1
159555078X,1
1449401090,1
446554987,1
553801473,1
141658661X,1
312546599,1
045146379X,1
1401231292,1
345521013,1
1401224687,1
1401231810,1
1401229891,1
1451629184,1
1400064163,1
307408841,1
316056863,1
1416571760,1
307408841,1
031269945X,1
1400064163,1
61988340,1
805091203,1
142153925X,1
1421540347,1
1421538245,1
1421540193,1
316084301,1
440245117,1
553573403,1
446574724,1
553579908,1
1420102788,1
802473156,1
761148574,1
1434768511,1
006158326X,1
1583334335,1
375842209,1
159514188X,1
316013692,1
014241722X,1
1439165793,1
316017930,1
1594484805,1
316346624,1
143120271,1
60731338,1
1607063921,1
61977527,1
1401228046,1
1401229530,1
1932664084,1
849946158,1
1400052181,1
316017930,1
761159134,1
074324754X,1
525422285,1
61910244,1
811879542,1
756682576,1
61906220,1
439023521,1
439358078,1
62081012,1
810984911,1
786838655,1
425232204,1
446547603,1
307474712,1
312370849,1
1565125606,1
1451656505,1
1423140567,1
1594744769,1
316101877,1
61869724,1
425232204,1
446547603,1
440245117,1
307474712,1
553573403,1
849946158,1
1451629184,1
1400064163,1
1400052181,1
307408841,1
1440697663,1
None,1
031612723X,1
61758221,1
307739309,1
849946158,1
1451629184,1
679603751,1
307887952,1
1400052181,1
1440697663,1
61758221,1
031612723X,1
None,1
None,1
None,1
None,1
679603751,1
307887952,1
316175862,1
1451648650,1
1617750255,1
1400066972,1
307887960,1
030746363X,1
805091203,1
1591844002,1
307465357,1
159555078X,1
1449401090,1
553801473,1
052595225X,1
141658661X,1
399157557,1
446554987,1
1401230857,1
1401229891,1
1401224687,1
785151281,1
1401228755,1
1451629184,1
1400064163,1
307408841,1
307265722,1
1596981008,1
307408841,1
031269945X,1
1400064163,1
61988340,1
805091203,1
142153925X,1
1421540347,1
1421538245,1
1421538393,1
1421540193,1
440245117,1
553573403,1
446574724,1
1420102788,1
055357342X,1
802473156,1
761148574,1
1583334335,1
1434768511,1
031612091X,1
375842209,1
159514188X,1
316013692,1
1439165793,1
1442435704,1
316017930,1
1594484805,1
316346624,1
143120271,1
60731338,1
394747232,1
785132619,1
1932664084,1
375714839,1
1401228046,1
849946158,1
1400052181,1
316017930,1
074324754X,1
1451650612,1
525422285,1
61928852,1
61910244,1
61906220,1
811879542,1
439023521,1
439064872,1
375868240,1
62081012,1
810984911,1
425232204,1
446547603,1
307474712,1
312370849,1
375714367,1
1451656505,1
1594744769,1
1423140567,1
316101877,1
61869724,1
425232204,1
307474712,1
446547603,1
765327724,1
312370849,1
849946158,1
1451629184,1
1400064163,1
1400052181,1
307408841,1
1440697663,1
None,1
307739309,1
1429985216,1
031612723X,1
849946158,1
1451629184,1
679603751,1
307887952,1
1400052181,1
1440697663,1
None,1
307739309,1
031612723X,1
61758221,1
None,1
None,1
679603751,1
307887952,1
316175862,1
1451648650,1
1400066972,1
1617750255,1
307887960,1
470918144,1
1591844037,1
470918144,1
307465357,1
159555078X,1
385528752,1
765327724,1
553801473,1
141658661X,1
399155341,1
446554987,1
1401230792,1
1401224687,1
1401229891,1
1401230857,1
1595826734,1
1451629184,1
1400064163,1
307408841,1
1596981008,1
307265722,1
1400064163,1
307408841,1
1596981008,1
307265722,1
031269945X,1
142153925X,1
1421540347,1
1421538245,1
1421539934,1
1421540193,1
440245117,1
553573403,1
446574724,1
312383355,1
553579908,1
1583334335,1
802473156,1
761148574,1
031612091X,1
1434768511,1
1423113454,1
375842209,1
159514188X,1
316013692,1
1439165793,1
316017930,1
1583334335,1
316346624,1
393338827,1
60731338,1
545385776,1
394747232,1
375714839,1
1607062542,1
1401228038,1
849946158,1
1400052181,1
761159134,1
316017930,1
1416591060,1
61910244,1
61906220,1
525422285,1
756682576,1
61781231,1
439023521,1
61944386,1
059035342X,1
62081012,1
810984911,1
425232204,1
307474712,1
446547603,1
312370849,1
375714367,1
61974552,1
1595143173,1
1594744769,1
1423140567,1
1419700278,1
425232204,1
307474712,1
312383355,1
312370849,1
440245117,1
849946158,1
1451629184,1
1400064163,1
1400052181,1
307408841,1
1440697663,1
None,1
None,1
1565125851,1
1439112800,1
849946158,1
None,1
679603751,1
307887952,1
1400052181,1
1440697663,1
None,1
None,1
None,1
1565125851,1
None,1
None,1
679603751,1
307887952,1
316175862,1
1451648650,1
1617750255,1
307887960,1
1400066972,1
470918144,1
1591844037,1
470918144,1
307465357,1
159555078X,1
385528752,1
1439102414,1
553801473,1
345484207,1
765327724,1
446554987,1
1401230679,1
1401230970,1
1401224687,1
545175305,1
1607063271,1
1451629184,1
1400064163,1
307408841,1
1596981008,1
1416571760,1
1400064163,1
307408841,1
1596981008,1
307265722,1
031269945X,1
142153925X,1
1421540347,1
1421540193,1
1421538245,1
1421534754,1
312383355,1
440245117,1
446556750,1
553573403,1
446574724,1
802473156,1
761148574,1
1434768511,1
031612091X,1
1583334335,1
375842209,1
1423113454,1
159514188X,1
316013692,1
1439165793,1
316017930,1
1583334335,1
316346624,1
393338827,1
60731338,1
394747232,1
375714839,1
1607063298,1
1595144293,1
545385776,1
849946158,1
1400052181,1
316017930,1
074324754X,1
761159134,1
670012327,1
61910244,1
811879542,1
61906220,1
525422285,1
439023521,1
61944386,1
059035342X,1
810984911,1
786838655,1
425232204,1
307474712,1
312370849,1
446547603,1
375714367,1
61974552,1
1594744769,1
1595143173,1
1419700278,1
316101877,1
425232204,1
316097543,1
778312518,1
446556750,1
307946711,1
1439176191,1
849946158,1
1451629184,1
1400064163,1
1400052181,1
1440697663,1
316097551,1
None,1
None,1
None,1
1439176191,1
849946158,1
None,1
1400064163,1
307887952,1
1440697663,1
316097551,1
None,1
None,1
None,1
None,1
None,1
None,1
679603751,1
307887952,1
1451648650,1
1617750255,1
307887960,1
1400066972,1
1609611543,1
1591844037,1
470918144,1
307465357,1
159555078X,1
385528752,1
316097543,1
441019714,1
553801473,1
312655452,1
1439102414,1
1596432594,1
545175305,1
1401224687,1
1607063271,1
1600108687,1
1439176191,1
1451629184,1
1400064163,1
307408841,1
1416571760,1
1400064163,1
307408841,1
1596981008,1
307265722,1
031269945X,1
545208874,1
1421531321,1
142153925X,1
1421534754,1
1421540193,1
778312518,1
446556750,1
515149888,1
425243605,1
1416595198,1
1434768511,1
761148574,1
802473156,1
031612091X,1
1615190457,1
1423113454,1
375842209,1
159514188X,1
316013692,1
006211655X,1
316017930,1
1583334335,1
316346624,1
393338827,1
60731338,1
394747232,1
1607063298,1
375714839,1
1607062542,1
61977527,1
849946158,1
1400052181,1
316017930,1
074324754X,1
761159134,1
61910244,1
670012327,1
61906220,1
811879542,1
525422285,1
439023521,1
545298393,1
786838655,1
61944386,1
059035342X,1
425232204,1
307946711,1
312370849,1
446547603,1
451232577,1
61974552,1
399256504,1
1594744769,1
1419700278,1
1423140567,1
425232204,1
778312518,1
316097543,1
399157816,1
425241971,1
1439176191,1
849946158,1
374288909,1
1400064163,1
1451629184,1
1440697663,1
316097551,1
None,1
None,1
None,1
849946158,1
1439176191,1
374288909,1
None,1
679603751,1
1440697663,1
None,1
None,1
None,1
316097551,1
None,1
None,1
None,1
679603751,1
None,1
1400069181,1
307887650,1
1451648650,1
1617750255,1
446538523,1
1591844037,1
470918144,1
307465357,1
159555078X,1
385528752,1
316097543,1
399157816,1
425241971,1
553801473,1
034550691X,1
140123108X,1
1596432594,1
345521013,1
1401224687,1
1401230695,1
1439176191,1
374288909,1
1400064163,1
1451629184,1
307408841,1
1400064163,1
307408841,1
1596981008,1
307265722,1
031269945X,1
1421539578,1
1421533138,1
1421538431,1
1421538261,1
1421538229,1
778312518,1
425243605,1
1416595198,1
446556750,1
451229452,1
1414337442,1
1583334335,1
802473156,1
761148574,1
1434768511,1
375842209,1
1423113454,1
159514188X,1
61969575,1
316013692,1
316017930,1
1583334335,1
316346624,1
393338827,1
60731338,1
545208874,1
61977527,1
1607063298,1
394747232,1
1607062542,1
849946158,1
1400052181,1
316001945,1
316017930,1
074324754X,1
670012327,1
62051989,1
61910244,1
61906220,1
811879542,1
439023521,1
545298393,1
61944386,1
810993139,1
059035342X,1
425232204,1
076420601X,1
316098329,1
312370849,1
307946711,1
545027896,1
1416983244,1
1594744769,1
61974552,1
1419700278,1
425232204,1
399157786,1
385534639,1
316097543,1
778312518,1
1401324258,1
849946158,1
374288909,1
1439176191,1
1400064163,1
1440697663,1
None,1
None,1
316097551,1
385534647,1
1401324258,1
849946158,1
None,1
679603751,1
374288909,1
1440697663,1
None,1
None,1
316097551,1
None,1
None,1
None,1
,1
679603751,1
None,1
892969911,1
307887898,1
1904994679,1
1451648650,1
1617750255,1
374288909,1
1400069181,1
1451617852,1
307887898,1
307887650,1
399157786,1
385534639,1
316097543,1
312651619,1
399157840,1
1401232167,1
1596432594,1
160699462X,1
765324881,1
1600102379,1
1401324258,1
374288909,1
1439176191,1
1400064163,1
1451629184,1
1401324258,1
374288909,1
1400064163,1
307408841,1
044653224X,1
1935429744,1
1935429779,1
345530713,1
1421533138,1
1421539578,1
778312518,1
425243605,1
1416595198,1
446556750,1
440245117,1
1615190457,1
802473156,1
761148574,1
006158326X,1
1434768511,1
375842209,1
1423113454,1
316013692,1
385737955,1
159514188X,1
316017930,1
1583334335,1
316346624,1
1594484805,1
393338827,1
545208874,1
159448547X,1
545385776,1
61878561,1
545132061,1
849946158,1
1400052181,1
316001945,1
316017930,1
393338398,1
61910244,1
670012327,1
61906220,1
811879542,1
1596434023,1
439023521,1
545298393,1
810993139,1
61944386,1
059035342X,1
425232204,1
1455510327,1
312370849,1
375714367,1
307946711,1
61998168,1
545027896,1
1594744769,1
756686970,1
61974552,1
425232204,1
1401324436,1
1455501476,1
385534639,1
61977969,1
1401324258,1
849946158,1
61429252,1
1400064163,1
1594202834,1
1440697663,1
None,1
None,1
1401303919,1
None,1
849946158,1
1401324258,1
,1
1400064163,1
393066231,1
1440697663,1
None,1
None,1
None,1
None,1
None,1
,1
679603751,1
393066231,1
None,1
1451617852,1
892969911,1
307887898,1
1904994679,1
1422173356,1
374288909,1
1400069181,1
1451617852,1
307887898,1
307887650,1
1401324436,1
1455501476,1
385534639,1
61977969,1
399157654,1
375424148,1
1596432594,1
1401232035,1
785142479,1
1596436425,1
1401324258,1
61429252,1
1400064163,1
1594202834,1
1439176191,1
1401324258,1
374288909,1
1400064163,1
307408841,1
044653224X,1
1935429744,1
1935429779,1
1935429582,1
1421539624,1
1421539578,1
778312518,1
1416595198,1
425243605,1
440245117,1
446556750,1
802473156,1
761148574,1
1434768511,1
031612091X,1
1615190457,1
375842209,1
316013692,1
159514188X,1
1423113454,1
014241977X,1
316017930,1
1583334335,1
316346624,1
1594484805,1
393338827,1
545208874,1
545385776,1
545132061,1
1607064073,1
983182337,1
849946158,1
1400052181,1
393338398,1
316001945,1
316017930,1
670012327,1
62051989,1
811879542,1
61906220,1
761163735,1
439023521,1
1416971777,1
316076260,1
810993139,1
545298393,1
425232204,1
1455510327,1
312370849,1
446568848,1
375714367,1
61998168,1
038574059X,1
545027896,1
1594744769,1
1419700278,1
385344325,1
425232204,1
778312690,1
446574716,1
145164311X,1
805093079,1
849946158,1
1401324258,1
1400064163,1
61429252,1
440339359,1
1440697663,1
None,1
None,1
None,1
805093079,1
849946158,1
679603751,1
393066231,1
1401324258,1
440339359,1
1440697663,1
None,1
None,1
None,1
1429996870,1
None,1
679603751,1
393066231,1
None,1
892969911,1
1904994679,1
1451617852,1
1451648650,1
1617750255,1
374288909,1
1400069181,1
1451617852,1
307887898,1
307887650,1
385344325,1
778312690,1
145164311X,1
385534639,1
1455501476,1
1770460608,1
375424148,1
785153276,1
1401233228,1
1596432594,1
805093079,1
1401324258,1
1400064163,1
61429252,1
385526261,1
1401324258,1
374288909,1
1400064163,1
307408841,1
044653224X,1
1935429744,1
1935934023,1
1935429779,1
1935429582,1
1421539624,1
446574716,1
045123491X,1
373776012,1
312651260,1
143919260X,1
802473156,1
761148574,1
1434768511,1
1615190457,1
031612091X,1
375842209,1
61989614,1
316013692,1
1423113454,1
61969575,1
316017930,1
1583334335,1
316346624,1
1594484805,1
393338827,1
545385776,1
545208874,1
785131256,1
1401232914,1
983182337,1
849946158,1
393338398,1
1400052181,1
316001945,1
316017930,1
375864350,1
670012327,1
62051989,1
1596982926,1
1442435038,1
439023521,1
1442422335,1
810993139,1
1423121295,1
545298393,1
425232204,1
312370849,1
1455510327,1
375714367,1
446568848,1
1423140591,1
1439192812,1
61998168,1
1594744769,1
756686970,1
425232204,1
399157697,1
385344325,1
446574716,1
1439172803,1
805093079,1
393081818,1
446585025,1
849946158,1
1451666136,1
1440697663,1
None,1
440339359,1
None,1
440334861,1
805093079,1
393082245,1
446585033,1
849946158,1
1451666136,1
None,1
440339359,1
None,1
1440697663,1
440334861,1
1429996870,1
393082245,1
446585033,1
None,1
679603751,1
446565954,1
892969911,1
1422173356,1
1904994679,1
1451617852,1
374288909,1
1400069181,1
1451617852,1
307887898,1
307887650,1
399157697,1
385344325,1
1439172803,1
786958421,1
385534639,1
1606994557,1
1770460608,1
375424148,1
1401232337,1
785153276,1
805093079,1
393081818,1
446585025,1
1451666136,1
1401324258,1
1401324258,1
374288909,1
1400064163,1
307408841,1
044653224X,1
1421540819,1
1421538318,1
1421538881,1
1421538180,1
1421540479,1
446574716,1
045123491X,1
425243931,1
440245168,1
006206861X,1
802473156,1
761148574,1
1609940709,1
1434768511,1
1615190457,1
61989614,1
316013692,1
375842209,1
1423113454,1
014241977X,1
316017930,1
1583334335,1
316346624,1
1594484805,1
393338827,1
1449408176,1
1608860558,1
1607063980,1
679729771,1
545385776,1
849946158,1
393338398,1
1400052181,1
316001945,1
316017930,1
006026683X,1
375864350,1
670059838,1
1423143426,1
399257136,1
439023521,1
1442426640,1
399256180,1
810993139,1
1442411902,1
425232204,1
312370849,1
375714367,1
316098329,1
1455510327,1
1423140591,1
61998168,1
545027896,1
1594744769,1
142311339X,1
446547654,1
425232204,1
374203059,1
62011847,1
385344325,1
805093079,1
393081818,1
849946158,1
446585025,1
1400064163,1
446547654,1
1440697663,1
440339359,1
1429969180,1
None,1
805093079,1
393081818,1
849946158,1
679603751,1
446585025,1
None,1
None,1
440339359,1
1440697663,1
1429969180,1
1429996870,1
1596917245,1
393082245,1
None,1
679603751,1
1416564071,1
62120999,1
814416713,1
892969911,1
446565954,1
374288909,1
1400069181,1
1451617852,1
307887898,1
307887650,1
446547654,1
374203059,1
62011847,1
385344325,1
399157697,1
316133191,1
375424148,1
1770460608,1
1770460519,1
547333625,1
805093079,1
393081818,1
446585025,1
1400064163,1
1401324258,1
1401324258,1
374288909,1
1400064163,1
307408841,1
044653224X,1
1421538318,1
1935429744,1
1421539233,1
1421539217,1
1421540819,1
446574716,1
045123491X,1
425243931,1
440245168,1
821775871,1
312676735,1
802473156,1
761148574,1
1615190457,1
006158326X,1
61989614,1
375842209,1
1423113454,1
159514188X,1
316013692,1
316017930,1
1583334335,1
316346624,1
1594484805,1
393338827,1
545385776,1
545132061,1
1449408176,1
1607063980,1
1607063921,1
849946158,1
1400052181,1
393338398,1
316017930,1
316001945,1
006026683X,1
375864350,1
399257136,1
1423143426,1
670012327,1
439023521,1
385738773,1
810984911,1
1442422335,1
1442426640,1
425232204,1
312370849,1
1455510319,1
375714367,1
316098329,1
1423140591,1
61998168,1
545027896,1
1594744769,1
142311339X,1
446547654,1
425232204,1
031609739X,1
312651228,1
374203059,1
805093079,1
849946158,1
393081818,1
1400064163,1
312579977,1
446547654,1
None,1
None,1
1440697663,1
440339359,1
805093079,1
849946158,1
393081818,1
679603751,1
446585025,1
None,1
None,1
None,1
440334861,1
None,1
1429996870,1
679603751,1
None,1
393082245,1
None,1
1416564071,1
849948320,1
892969911,1
446565954,1
62120999,1
1451648537,1
393081818,1
374288909,1
62120999,1
1451617852,1
446547654,1
031609739X,1
312651228,1
374203059,1
385344325,1
316133191,1
1401232558,1
1607064391,1
375424148,1
1770460608,1
805093079,1
393081818,1
1400064163,1
312579977,1
446585025,1
805093079,1
393081818,1
1400064163,1
1401324258,1
374288909,1
142154010X,1
1935654012,1
1421540215,1
1935429744,1
1421540819,1
446574716,1
045123491X,1
553593072,1
425243931,1
440245168,1
761148574,1
802473156,1
1615190457,1
006158326X,1
312676735,1
375842209,1
61989614,1
159514188X,1
1423113454,1
316013692,1
393338398,1
316017930,1
393338827,1
1583334335,1
1932841660,1
1449408176,1
1607060760,1
545208874,1
545385776,1
1582406723,1
849946158,1
1400052181,1
393338398,1
316017930,1
160832141X,1
006026683X,1
399257136,1
375864350,1
140031870X,1
1442435038,1
439023521,1
810984911,1
1442411902,1
316123528,1
385738773,1
425232204,1
1439102732,1
312370849,1
375714367,1
316098329,1
1423140591,1
61998168,1
142311339X,1
545027896,1
1594744769,1
385535139,1
307593312,1
446547654,1
425232204,1
1439187207,1
1451648537,1
805093079,1
849946158,1
374275637,1
393081818,1
None,1
446547654,1
307593312,1
1440697663,1
None,1
1451648537,1
805093079,1
849946158,1
374275637,1
393081818,1
None,1
None,1
1599952602,1
440334861,1
None,1
1451648553,1
1429996870,1
None,1
679603751,1
None,1
849948320,1
892969911,1
1416564071,1
446565954,1
1118119401,1
1451648537,1
393081818,1
374288909,1
62120999,1
1451617852,1
385535139,1
307593312,1
446547654,1
1439187207,1
031609739X,1
316133191,1
1770460608,1
1401232558,1
375424148,1
547333625,1
1451648537,1
805093079,1
374275637,1
393081818,1
1400064163,1
805093079,1
393081818,1
1400064163,1
1401324258,1
374288909,1
316189634,1
316132454,1
316190330,1
316071102,1
1935654217,1
778312712,1
553593072,1
446574716,1
425242390,1
373776292,1
802473156,1
761148574,1
1615190457,1
006158326X,1
1434768511,1
159514188X,1
375842209,1
1423113454,1
316013692,1
61989614,1
393338398,1
316017930,1
393338827,1
1583334335,1
1932841660,1
1449408176,1
1401232590,1
545385776,1
545208874,1
1582406723,1
849946158,1
1400052181,1
1932841660,1
393338398,1
316017930,1
006026683X,1
375864350,1
399257136,1
1442435038,1
761163735,1
439023521,1
312650256,1
1442411902,1
375814701,1
810984911,1
425232204,1
1439102732,1
312370849,1
375714367,1
1451659717,1
1423140591,1
525423656,1
399256199,1
61998168,1
142311339X,1
446573019,1
385535139,1
425243214,1
446547654,1
425232204,1
1451648537,1
805093079,1
1451635087,1
849946158,1
307267679,1
None,1
None,1
None,1
None,1
345529200,1
1451648537,1
805093079,1
1451635087,1
849946158,1
030788628X,1
None,1
None,1
None,1
None,1
345529200,1
1451648553,1
1429996870,1
030788628X,1
1451635109,1
None,1
1904994679,1
849948320,1
892969911,1
62120999,1
446565954,1
1451648537,1
393081818,1
374288909,1
62120999,1
1451617852,1
446573019,1
385535139,1
446547654,1
385343175,1
1451628005,1
316133191,1
1401233376,1
1607064391,1
1401232558,1
375424148,1
1451648537,1
805093079,1
1451635087,1
307267679,1
030758786X,1
805093079,1
393081818,1
1400064163,1
1401324258,1
374288909,1
316189634,1
1421540770,1
1421539373,1
1421540789,1
1421539691,1
553593072,1
425242390,1
778312739,1
451235150,1
312550057,1
802473156,1
761148574,1
006158326X,1
307888126,1
1615190457,1
159514188X,1
375842209,1
60530944,1
1423113454,1
316013692,1
393338398,1
316017930,1
393338827,1
1583334335,1
1932841660,1
1607060760,1
763642681,1
1401232922,1
1582406723,1
545385776,1
849946158,1
1400052181,1
316017930,1
316001945,1
1439198691,1
006026683X,1
399256539,1
375864350,1
140031870X,1
031264521X,1
439023521,1
312650256,1
1402784058,1
810984911,1
1442411902,1
425243214,1
425232204,1
1439102732,1
312370849,1
375714367,1
1423140591,1
61998168,1
525423656,1
756686067,1
142311339X,1
1451627289,1
385535139,1
425243214,1
446573019,1
446547654,1
1451648537,1
805093079,1
849946158,1
307959759,1
1451635087,1
1451627289,1
None,1
None,1
None,1
None,1
1451648537,1
805093079,1
849946158,1
307959759,1
1429960256,1
None,1
None,1
None,1
None,1
None,1
1451648553,1
1429960256,1
None,1
307959767,1
1429996870,1
1904994679,1
849948320,1
316129445,1
1416564071,1
143918352X,1
1451648537,1
393081818,1
374288909,1
62120999,1
1451617852,1
1451627289,1
385535139,1
446573019,1
446547654,1
031609739X,1
1401232132,1
1401232027,1
316133191,1
1401229719,1
1848569602,1
1451648537,1
805093079,1
307959759,1
1451635087,1
030758786X,1
805093079,1
393081818,1
1400064163,1
1401324258,1
374288909,1
1421541149,1
1935429779,1
1935429744,1
316189634,1
1421541734,1
778312739,1
425242390,1
553593072,1
451235150,1
446574716,1
802473156,1
761148574,1
006158326X,1
1434768511,1
1615190457,1
159514188X,1
1423113454,1
375842209,1
316013692,1
014241977X,1
393338398,1
316017930,1
393338827,1
1583334335,1
1932841660,1
1607060760,1
1592911307,1
545385776,1
545208874,1
763642681,1
849946158,1
1400052181,1
316017930,1
393338398,1
1439198691,1
006026683X,1
399256539,1
140031870X,1
670011614,1
375864350,1
375856110,1
439023521,1
312650256,1
810984911,1
1442411902,1
425243214,1
425232204,1
1439102732,1
307454541,1
312370849,1
1423140591,1
756686067,1
61998168,1
439813786,1
545027896,1
316198730,1
1451627289,1
399157867,1
385535139,1
399157824,1
1451648537,1
805093079,1
849946158,1
006212532X,1
1451635087,1
None,1
None,1
1451627289,1
None,1
None,1
1451648537,1
805093079,1
006212532X,1
849946158,1
1451661061,1
None,1
None,1
None,1
None,1
None,1
1451648553,1
62125362,1
None,1
1451661096,1
1429996870,1
1904994679,1
1416564071,1
1617750255,1
849948320,1
316129445,1
316198730,1
1451627289,1
399157867,1
385535139,1
399157824,1
1401232132,1
316133191,1
1582406197,1
375424148,1
1607064391,1
1451648537,1
805093079,1
006212532X,1
1451635087,1
62109758,1
1935429752,1
1935429787,1
1935429353,1
1935429744,1
1421541149,1
345527704,1
778312739,1
425242390,1
451235150,1
446574716,1
802473156,1
761148574,1
1936365472,1
006158326X,1
1434768511,1
375842209,1
1423113454,1
014241977X,1
545403359,1
316013692,1
1607060760,1
545208874,1
545385776,1
1582406723,1
545132061,1
849946158,1
1400052181,1
761159134,1
316017930,1
1439198691,1
399256539,1
006026683X,1
670011614,1
140031870X,1
811879542,1
1419702238,1
375856110,1
439023521,1
059035342X,1
312650256,1
425232204,1
425243214,1
307454541,1
1439102732,1
385343841,1
1423140591,1
